J_A_g^-1,time_abs_s,time_rel_s,V_exp_V,V_fit_V,Residual_mV
2,1.1904641899746051,0.5739998399512982,0.246060863137245,0.250038041379942,-3.9771782426969993
2,1.1914641900221028,0.5749998399987959,0.246025189757347,0.2500132757311261,-3.9880859737790875
2,1.1924641899531991,0.5759998399298922,0.245989352464676,0.2499885100851929,-3.999157620516919
2,1.1934641900006966,0.5769998399773897,0.245965138077736,0.249963744436377,-3.998606358640994
2,1.1944641900482085,0.5779998400249016,0.245925113558769,0.24993897878756072,-4.013865228791714
2,1.1954641899792051,0.5789998399558982,0.245910421013832,0.24991421314163004,-4.003792127798028
2,1.1964641900267026,0.5799998400033957,0.245849087834358,0.2498894474928141,-4.040359658456117
2,1.197464189957799,0.580999839934492,0.245824709534645,0.24986468184688096,-4.039972312235962
2,1.1984641900052964,0.5819998399819895,0.24581615626812,0.24983991619806503,-4.023759929945026
2,1.1994643900543025,0.5830000400309956,0.245788559317589,0.24981514559608223,-4.026586278493227
2,1.2004643899853988,0.5840000399620919,0.24574738740921,0.24979037995014908,-4.042992540939067
2,1.2014643900328963,0.5850000400095894,0.245721563696861,0.24976561430133315,-4.04405060447216
2,1.2024643899640068,0.5860000399406999,0.245697662234306,0.24974084865539964,-4.043186421093637
2,1.2034643900115043,0.5870000399881974,0.245634719729424,0.2497160830065837,-4.081363277159716
2,1.2044643899426006,0.5880000399192937,0.245616644620895,0.24969131736065056,-4.074672739755564
2,1.205464389990098,0.5890000399667912,0.245584681630135,0.24966655171183463,-4.081870081699634
2,1.2064643900375955,0.5900000400142886,0.245557561516762,0.24964178606301873,-4.084224546256731
2,1.207464389968706,0.5910000399453992,0.245526254177094,0.2496170204170852,-4.090766239991189
2,1.2084643900162035,0.5920000399928966,0.245493486523628,0.2495922547682693,-4.098768244641282
2,1.2094641400035044,0.5929997899801975,0.245470404624939,0.24956749531235609,-4.097090687417094
2,1.210464140051002,0.593999790027695,0.245441988110542,0.24954272966354019,-4.100741552998194
2,1.2114641399820982,0.5949997899587913,0.245416969060898,0.249517964017607,-4.100994956709014
2,1.2124641400295957,0.5959997900062888,0.245375320315361,0.2494931983687911,-4.117878053430113
2,1.2134641399607062,0.5969997899373993,0.245362728834152,0.24946843272285757,-4.10570388870557
2,1.2144641400082037,0.5979997899848968,0.245327234268188,0.24944366707404167,-4.116432805853664
2,1.2154641399393,0.5989997899159931,0.245293006300926,0.2494189014281085,-4.125895127182505
2,1.2164641399867977,0.5999997899634908,0.245249584317207,0.24939413577929256,-4.144551462085561
2,1.217464140034295,0.600999790010988,0.245226338505745,0.24936937013047666,-4.143031624731675
2,1.2184641399654057,0.6019997899420988,0.245216980576515,0.24934460448454315,-4.127623908028149
2,1.2194644799456,0.6030001299222931,0.245180010795593,0.24931983041707384,-4.139819621480828
2,1.2204644799930977,0.6040001299697908,0.245147570967674,0.2492950647682579,-4.147493800583907
2,1.221464480040595,0.605000130017288,0.245131105184555,0.249270299119442,-4.139193934887015
2,1.2224644799717057,0.6060001299483988,0.245081543922424,0.24924553347350847,-4.1639895510844624
2,1.223464480019203,0.607000129995896,0.245054110884666,0.24922076782469257,-4.166656940026575
2,1.2244644799502993,0.6080001299269924,0.24502956867218,0.2491960021787594,-4.166433506579387
2,1.2254644799977967,0.6090001299744898,0.244989052414894,0.2491712365299435,-4.182184115049504
2,1.2264644800451947,0.6100001300218878,0.244971290230751,0.24914647088113004,-4.175180650379029
2,1.2274644799763053,0.6110001299529983,0.244924798607826,0.24912170523519653,-4.196906627370517
2,1.2284644800238027,0.6120001300004958,0.244905918836594,0.2490969395863806,-4.191020749786611
2,1.229464140022202,0.612999789998895,0.244872838258743,0.24907218235910084,-4.199344100357827
2,1.2304641399532985,0.6139997899299916,0.244851052761078,0.24904741671316766,-4.196363952089666
2,1.2314641400007955,0.6149997899774886,0.244831681251526,0.24902265106435176,-4.1909698128257675
2,1.232464140048208,0.615999790024901,0.244789063930511,0.24899788541553797,-4.208821485026965
2,1.2334641399793045,0.6169997899559976,0.244765654206276,0.2489731197696048,-4.207465563328794
2,1.2344641400268015,0.6179997900034946,0.244748875498772,0.2489483541207889,-4.199478622016889
2,1.235464139957898,0.6189997899345911,0.244727715849876,0.2489235884748557,-4.1958726249797245
2,1.2364641400053964,0.6199997899820895,0.244685426354408,0.24889882282603978,-4.213396471631797
2,1.2374641400529072,0.6209997900296003,0.244655892252922,0.24887405717722352,-4.2181649243015205
2,1.2384641399840044,0.6219997899606975,0.244627475738525,0.24884929153129035,-4.2218157927653435
2,1.239464140031501,0.622999790008194,0.244595035910606,0.24882452588247445,-4.22948997186845
2,1.2404641699977077,0.6239998199744008,0.244557917118073,0.24879975949270233,-4.241842374629323
2,1.2414641700452052,0.6249998200218982,0.24454353749752,0.2487749938438864,-4.231456346366402
2,1.2424641699763015,0.6259998199529946,0.244502544403076,0.24875022819795323,-4.247683794877222
2,1.243464170023799,0.626999820000492,0.24447138607502,0.24872546254913733,-4.2540764741173245
2,1.2444641699548953,0.6279998199315884,0.24444991350174,0.24870069690320415,-4.2507834014641475
2,1.245464170002407,0.6289998199791,0.244430229067802,0.2486759312543879,-4.245702186585875
2,1.2464641700499044,0.6299998200265975,0.244388088583946,0.248651165605572,-4.263077021625983
2,1.2474641699810007,0.6309998199576938,0.244361624121666,0.2486263999596388,-4.264775837972801
2,1.2484641700284982,0.6319998200051913,0.244324177503586,0.24860163431082288,-4.277456807236874
2,1.249464169959495,0.6329998199361881,0.244292214512825,0.2485768686648922,-4.284654152067191
2,1.2504641399718963,0.6339997899485894,0.244275912642479,0.24855210375991488,-4.276191117435879
2,1.251464140019408,0.6349997899961011,0.244234591722488,0.24852733811109862,-4.29274638861063
2,1.2524641399505043,0.6359997899271974,0.244212955236435,0.24850257246516547,-4.289617228730474
2,1.2534641399980018,0.6369997899746949,0.244194567203522,0.24847780681634954,-4.283239612827533
2,1.2544641400454992,0.6379997900221923,0.244147747755051,0.24845304116753364,-4.305293412482647
2,1.255464139976496,0.6389997899531892,0.244135156273842,0.24842827552160293,-4.293119247760934
2,1.2564641400240075,0.6399997900007006,0.244094148278236,0.24840350987278667,-4.30936159455067
2,1.257464139955104,0.6409997899317972,0.244060263037682,0.2483787442268535,-4.3184811891714965
2,1.2584641400026015,0.6419997899792946,0.244049608707428,0.2483539785780376,-4.3043698706095865
2,1.259464140050099,0.6429997900267921,0.244016021490097,0.24832921292922167,-4.313191439124675
2,1.2604644099482982,0.6440000599249913,0.24397486448288,0.24830444059737836,-4.329576114498357
2,1.2614644099957957,0.6450000599724888,0.243961960077286,0.24827967494856243,-4.31771487127644
2,1.2624644100433071,0.6460000600200002,0.243918687105179,0.24825490929974617,-4.336222194567169
2,1.2634644099744037,0.6470000599510968,0.243889972567558,0.24823014365381302,-4.3401710862550065
2,1.2644644100219011,0.6480000599985942,0.243872687220573,0.2482053780049971,-4.332690784424082
2,1.2654644099529977,0.6490000599296908,0.243838146328926,0.2481806123590639,-4.342466030137909
2,1.266464410000495,0.650000059977188,0.243815392255783,0.248155846710248,-4.340454454465014
2,1.2674644100480066,0.6510000600246997,0.243789076805115,0.24813108106143175,-4.342004256316756
2,1.268464409979103,0.652000059955796,0.243759855628014,0.24810631541549857,-4.346459787484575
2,1.2694644100266004,0.6530000600032935,0.24372886121273,0.24808154976668267,-4.3526885539526825
2,1.270464129978805,0.6539997799554982,0.243716910481453,0.24805679105460807,-4.339880573155069
2,1.2714641300263023,0.6549997800029954,0.243672057986259,0.24803202540579217,-4.359967419533178
2,1.2724641299573989,0.655999779934092,0.243648797273636,0.248007259759859,-4.358462486222986
2,1.2734641300048963,0.6569997799815894,0.243624269962311,0.2479824941110431,-4.358224148732076
2,1.274464130052408,0.6579997800291011,0.243577301502228,0.2479577284622268,-4.380426959998795
2,1.2754641299834049,0.658999779960098,0.24356147646904,0.24793296281629612,-4.371486347256121
2,1.2764641300309023,0.6599997800075954,0.243551149964333,0.2479081971674802,-4.3570472031471965
2,1.2774641299619989,0.660999779938692,0.243502229452133,0.24788343152154702,-4.3812020694140035
2,1.278464130009496,0.6619997799861892,0.243472382426262,0.24785866587273112,-4.386283446469102
2,1.2794641299406069,0.6629997799173,0.243456393480301,0.24783390022679758,-4.37750674649659
2,1.280464129988104,0.6639997799647972,0.243433967232704,0.24780913457798168,-4.3751673452776805
2,1.281464349944102,0.6649999999207952,0.243405222892761,0.24778436348298932,-4.379140590228314
2,1.2824643499915993,0.6659999999682924,0.243373587727547,0.24775959783417342,-4.386010106626426
2,1.2834643500390968,0.6670000000157899,0.243354544043541,0.2477348321853575,-4.380288141816485
2,1.2844643499702073,0.6679999999469004,0.243328064680099,0.24771006653942398,-4.382001859324997
2,1.2854643500177048,0.6689999999943979,0.243306770920753,0.24768530089060808,-4.3785299698550775
2,1.286464349948801,0.6699999999254942,0.243280619382858,0.2476605352446749,-4.379915861816908
