J_A_g^-1,bootstrap_id,V0,Rs,Csp_F_g^-1,A,tau_s,effective_IR_drop_mV
2,12,0.255607540092825,0.00973227015187412,280.6342914520366,0.16167939112617274,8.999999879172227,19.46454030374824
2,13,0.25558310361625425,0.009732347582199562,124.71110037588686,0.03580287596739743,3.9033201614007833,19.464695164399124
2,14,0.2555356087418174,0.009749089189961297,251.70984648495502,0.1529961259833392,8.999999998893818,19.498178379922596
2,15,0.25561358721629557,0.00973219109136964,280.08391437609043,0.16160417445903497,8.999999975326034,19.464382182739282
2,16,0.2555927504255163,0.009732463319128309,276.3925466181129,0.16043525951724233,8.99999995920034,19.464926638256618
2,17,0.2555953471480692,0.009724041311159035,129.86626007769596,0.04117079650206164,4.173903596477025,19.448082622318072
2,18,0.25557646000951983,0.009745467103052578,282.12583472902355,0.1619531464461956,8.999973757901321,19.490934206105155
2,19,0.25550946268769836,0.00973355265042486,244.20976359415928,0.15049155125208197,8.999999978991957,19.467105300849717
2,20,0.25557763087852964,0.00973266118800864,279.82910090296343,0.16124440031756754,8.999999983772911,19.46532237601728
2,21,0.25558669019189767,0.009722808772931526,126.73707913019437,0.03799986784773161,4.017435950064361,19.44561754586305
2,22,0.2555850102587788,0.009719718035433632,124.20282502221173,0.03520210040221072,3.849967302214952,19.439436070867263
2,23,0.25558692168852987,0.009723890094776725,144.87974712568433,0.05803844618170382,5.0908533530873665,19.447780189553452
2,24,0.2555799011871936,0.009732631454371657,288.78299206244367,0.16344350165512134,8.99999996215818,19.465262908743313
2,25,0.25555223838001323,0.009732993241359402,256.7936461877407,0.1547634478037391,8.999999986564664,19.465986482718804
2,26,0.2555745950751149,0.009735377133723343,283.04727563005383,0.16210294781101867,8.99910520782759,19.470754267446686
2,27,0.2556020610985895,0.009732341730831196,292.7470107686188,0.16455125135713747,8.999999994679895,19.464683461662393
2,28,0.2556244096967235,0.00972151152851962,122.04483275142138,0.03168805655057019,3.526245100247574,19.44302305703924
2,29,0.2555941164560563,0.009731021588481192,157.61968742165692,0.07307085817575737,5.875055428050241,19.462043176962386
2,30,0.25553454077467486,0.009733224676343894,268.57632797549815,0.1579928427493727,8.999999961256192,19.46644935268779
2,31,0.25563833636683575,0.009728271632366328,145.95091742979898,0.059161027334566164,5.133301739802915,19.456543264732655
2,32,0.255572638536539,0.00973888587714853,276.0344467977061,0.1603393538183833,8.99999982978164,19.47777175429706
2,33,0.2555412184064381,0.009733137249416777,269.103781856585,0.15821709192182515,8.999999919176506,19.466274498833553
2,34,0.25557328684008485,0.009733614619944582,276.0344470582911,0.16033742790897265,8.999999958678673,19.467229239889164
2,35,0.2555846863417555,0.009723491943685863,287.1720347918945,0.16340975885509165,8.999736574089951,19.446983887371726
