Frequency_Hz,Residual_ReZ_data_minus_fit_Ohm,Residual_ImZ_data_minus_fit_Ohm,Residual_ReZ_over_absZ,Residual_ImZ_over_absZ
199526.171875,-0.2991697567955256,-0.0020821799194344903,-0.28362148289477046,-0.0019739660944650544
223871.96875,-0.2975204628616581,-0.0026469897548641597,-0.27998976996354574,-0.0024910221146869182
251188.5,-0.298386054437195,0.0005490818561686428,-0.2787263983750754,0.0005129046947976584
281838.15625,-0.2972470312193978,0.0012421235249970852,-0.27476413370404884,0.001148172928419719
316227.6875,-0.2966247837823408,0.0021844391317748513,-0.2708397548468743,0.0019945499879806122
354813.3125,-0.2938532979790274,0.0030604540914855316,-0.2638664671315177,0.0027481441062339944
398107.0625,-0.29260008317502995,0.005220401285372989,-0.2578169137988615,0.004599820114819884
446683.53125,-0.2910604247115136,0.004265682115361824,-0.25097941514509786,0.0036782685367464335
501187.15625,-0.2877984442661663,0.005483976972962434,-0.2413679053520696,0.00459924666492902
562341.25,-0.2844605449959485,0.006009095794944019,-0.23103950690859554,0.004880601383401535
630957.25,-0.27981177633675425,0.007043568328158223,-0.21875840545222536,0.005506700955671304
707945.6875,-0.27572341448635673,0.007319612458705382,-0.2065291645191777,0.0054827169775071415
794328.1875,-0.2677863189907401,0.004177410319682107,-0.19098613749303722,0.002979343622506823
891250.9375,-0.24803213233065624,0.002253757708371662,-0.16643974289979913,0.0015123639425868713
1000000.0,-0.24069512935441972,-0.0011095796061795227,-0.1522040352651385,-0.0007016448316232847
